id,date,time,what_i_did,user_id
1757,2025-05-29,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1758,2025-05-29,12:01-1:00,Eat,Bela 
1759,2025-05-29,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1760,2025-05-29,2:01-3:30,anything,Bela 
1761,2025-05-29,3:30-6:00,Home work,Bela 
1762,2025-05-29,6:01-7:30,Watch,Bela 
1763,2025-05-29,7:31-8:30,Dinner,Bela 
1764,2025-05-29,8:31-9:20,Try to sleep,Bela 
1765,2025-05-30,7:30-7:59,Woke up brushed made bed,Bela 
1766,2025-05-30,8:00-8:30,Go downstairs and eat breakfast,Bela 
1767,2025-05-30,8:31-9:00,Play,Bela 
1768,2025-05-30,9:01-9:20,do UCMAS,Bela 
1769,2025-05-30,9:21-10:30,Do anything like Watching drawing and More,Bela 
1770,2025-05-30,10:31-11:00,Do anything,Bela 
1771,2025-05-30,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1772,2025-05-30,12:01-1:00,Eat,Bela 
1773,2025-05-30,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1774,2025-05-30,2:01-3:30,anything,Bela 
1775,2025-05-30,3:30-6:00,Home work,Bela 
1776,2025-05-30,6:01-7:30,Watch,Bela 
1777,2025-05-30,7:31-8:30,Dinner,Bela 
1778,2025-05-30,8:31-9:20,Try to sleep,Bela 
1779,2025-05-31,7:30-7:59,Woke up brushed made bed,Bela 
1780,2025-05-31,8:00-8:30,Go downstairs and eat breakfast,Bela 
1781,2025-05-31,8:31-9:00,Play,Bela 
1782,2025-05-31,9:01-9:20,do UCMAS,Bela 
1783,2025-05-31,9:21-10:30,Do anything like Watching drawing and More,Bela 
1784,2025-05-31,10:31-11:00,Do anything,Bela 
1785,2025-05-31,11:01-12:00,Maybe told to do homework or play outside.,Bela 
1786,2025-05-31,12:01-1:00,Eat,Bela 
1787,2025-05-31,1:01-2:00,eat if didn't eat from 12:01-1:00,Bela 
1788,2025-05-31,2:01-3:30,anything,Bela 
1789,2025-05-31,3:30-6:00,Home work,Bela 
1790,2025-05-31,6:01-7:30,Watch,Bela 
1791,2025-05-31,7:31-8:30,Dinner,Bela 
1792,2025-05-31,8:31-9:20,Try to sleep,Bela 
1793,2025-05-01,7:30-7:59,Woke up brushed made bed,sleepy 
1794,2025-05-01,8:00-8:30,Go downstairs and eat breakfast,sleepy 
1795,2025-05-01,8:31-9:00,Play,sleepy 
1796,2025-05-01,9:01-9:20,do UCMAS,sleepy 
1797,2025-05-01,9:21-10:30,Do anything like Watching drawing and More,sleepy 
1798,2025-05-01,10:31-11:00,Do anything,sleepy 
1799,2025-05-01,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
1800,2025-05-01,12:01-1:00,Eat,sleepy 
1801,2025-05-01,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
1802,2025-05-01,2:01-3:30,anything,sleepy 
1803,2025-05-01,3:30-6:00,Home work,sleepy 
1804,2025-05-01,6:01-7:30,Watch,sleepy 
1805,2025-05-01,7:31-8:30,Dinner,sleepy 
1806,2025-05-01,8:31-9:20,Try to sleep,sleepy 
1807,2025-05-02,7:30-7:59,Woke up brushed made bed,sleepy 
1808,2025-05-02,8:00-8:30,Go downstairs and eat breakfast,sleepy 
1809,2025-05-02,8:31-9:00,Play,sleepy 
1810,2025-05-02,9:01-9:20,do UCMAS,sleepy 
1811,2025-05-02,9:21-10:30,Do anything like Watching drawing and More,sleepy 
1812,2025-05-02,10:31-11:00,Do anything,sleepy 
1813,2025-05-02,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
1814,2025-05-02,12:01-1:00,Eat,sleepy 
1815,2025-05-02,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
1816,2025-05-02,2:01-3:30,anything,sleepy 
1817,2025-05-02,3:30-6:00,Home work,sleepy 
1818,2025-05-02,6:01-7:30,Watch,sleepy 
1819,2025-05-02,7:31-8:30,Dinner,sleepy 
1820,2025-05-02,8:31-9:20,Try to sleep,sleepy 
1821,2025-05-03,7:30-7:59,Woke up brushed made bed,sleepy 
1822,2025-05-03,8:00-8:30,Go downstairs and eat breakfast,sleepy 
1823,2025-05-03,8:31-9:00,Play,sleepy 
1824,2025-05-03,9:01-9:20,do UCMAS,sleepy 
1825,2025-05-03,9:21-10:30,Do anything like Watching drawing and More,sleepy 
1826,2025-05-03,10:31-11:00,Do anything,sleepy 
1827,2025-05-03,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
1828,2025-05-03,12:01-1:00,Eat,sleepy 
1829,2025-05-03,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
1830,2025-05-03,2:01-3:30,anything,sleepy 
1831,2025-05-03,3:30-6:00,Home work,sleepy 
1832,2025-05-03,6:01-7:30,Watch,sleepy 
1833,2025-05-03,7:31-8:30,Dinner,sleepy 
1834,2025-05-03,8:31-9:20,Try to sleep,sleepy 
1835,2025-05-04,7:30-7:59,Woke up brushed made bed,sleepy 
1836,2025-05-04,8:00-8:30,Go downstairs and eat breakfast,sleepy 
1837,2025-05-04,8:31-9:00,Play,sleepy 
1838,2025-05-04,9:01-9:20,do UCMAS,sleepy 
1839,2025-05-04,9:21-10:30,Do anything like Watching drawing and More,sleepy 
1840,2025-05-04,10:31-11:00,Do anything,sleepy 
1841,2025-05-04,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
1842,2025-05-04,12:01-1:00,Eat,sleepy 
1843,2025-05-04,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
1844,2025-05-04,2:01-3:30,anything,sleepy 
1845,2025-05-04,3:30-6:00,Home work,sleepy 
1846,2025-05-04,6:01-7:30,Watch,sleepy 
1847,2025-05-04,7:31-8:30,Dinner,sleepy 
1848,2025-05-04,8:31-9:20,Try to sleep,sleepy 
1849,2025-05-05,7:30-7:59,Woke up brushed made bed,sleepy 
1850,2025-05-05,8:00-8:30,Go downstairs and eat breakfast,sleepy 
1851,2025-05-05,8:31-9:00,Play,sleepy 
1852,2025-05-05,9:01-9:20,do UCMAS,sleepy 
1853,2025-05-05,9:21-10:30,Do anything like Watching drawing and More,sleepy 
1854,2025-05-05,10:31-11:00,Do anything,sleepy 
1855,2025-05-05,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
1856,2025-05-05,12:01-1:00,Eat,sleepy 
1857,2025-05-05,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
1858,2025-05-05,2:01-3:30,anything,sleepy 
1859,2025-05-05,3:30-6:00,Home work,sleepy 
1860,2025-05-05,6:01-7:30,Watch,sleepy 
1861,2025-05-05,7:31-8:30,Dinner,sleepy 
1862,2025-05-05,8:31-9:20,Try to sleep,sleepy 
1863,2025-05-06,7:30-7:59,Woke up brushed made bed,sleepy 
1864,2025-05-06,8:00-8:30,Go downstairs and eat breakfast,sleepy 
1865,2025-05-06,8:31-9:00,Play,sleepy 
1866,2025-05-06,9:01-9:20,do UCMAS,sleepy 
1867,2025-05-06,9:21-10:30,Do anything like Watching drawing and More,sleepy 
1868,2025-05-06,10:31-11:00,Do anything,sleepy 
1869,2025-05-06,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
1870,2025-05-06,12:01-1:00,Eat,sleepy 
1871,2025-05-06,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
1872,2025-05-06,2:01-3:30,anything,sleepy 
1873,2025-05-06,3:30-6:00,Home work,sleepy 
1874,2025-05-06,6:01-7:30,Watch,sleepy 
1875,2025-05-06,7:31-8:30,Dinner,sleepy 
1876,2025-05-06,8:31-9:20,Try to sleep,sleepy 
1877,2025-05-07,7:30-7:59,Woke up brushed made bed,sleepy 
1878,2025-05-07,8:00-8:30,Go downstairs and eat breakfast,sleepy 
1879,2025-05-07,8:31-9:00,Play,sleepy 
1880,2025-05-07,9:01-9:20,do UCMAS,sleepy 
1881,2025-05-07,9:21-10:30,Do anything like Watching drawing and More,sleepy 
1882,2025-05-07,10:31-11:00,Do anything,sleepy 
1883,2025-05-07,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
1884,2025-05-07,12:01-1:00,Eat,sleepy 
1885,2025-05-07,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
1886,2025-05-07,2:01-3:30,anything,sleepy 
1887,2025-05-07,3:30-6:00,Home work,sleepy 
1888,2025-05-07,6:01-7:30,Watch,sleepy 
1889,2025-05-07,7:31-8:30,Dinner,sleepy 
1890,2025-05-07,8:31-9:20,Try to sleep,sleepy 
1891,2025-05-08,7:30-7:59,Woke up brushed made bed,sleepy 
1892,2025-05-08,8:00-8:30,Go downstairs and eat breakfast,sleepy 
1893,2025-05-08,8:31-9:00,Play,sleepy 
1894,2025-05-08,9:01-9:20,do UCMAS,sleepy 
1895,2025-05-08,9:21-10:30,Do anything like Watching drawing and More,sleepy 
1896,2025-05-08,10:31-11:00,Do anything,sleepy 
1897,2025-05-08,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
1898,2025-05-08,12:01-1:00,Eat,sleepy 
1899,2025-05-08,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
1900,2025-05-08,2:01-3:30,anything,sleepy 
1901,2025-05-08,3:30-6:00,Home work,sleepy 
1902,2025-05-08,6:01-7:30,Watch,sleepy 
1903,2025-05-08,7:31-8:30,Dinner,sleepy 
1904,2025-05-08,8:31-9:20,Try to sleep,sleepy 
1905,2025-05-09,7:30-7:59,Woke up brushed made bed,sleepy 
1906,2025-05-09,8:00-8:30,Go downstairs and eat breakfast,sleepy 
1907,2025-05-09,8:31-9:00,Play,sleepy 
1908,2025-05-09,9:01-9:20,do UCMAS,sleepy 
1909,2025-05-09,9:21-10:30,Do anything like Watching drawing and More,sleepy 
1910,2025-05-09,10:31-11:00,Do anything,sleepy 
1911,2025-05-09,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
1912,2025-05-09,12:01-1:00,Eat,sleepy 
1913,2025-05-09,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
1914,2025-05-09,2:01-3:30,anything,sleepy 
1915,2025-05-09,3:30-6:00,Home work,sleepy 
1916,2025-05-09,6:01-7:30,Watch,sleepy 
1917,2025-05-09,7:31-8:30,Dinner,sleepy 
1918,2025-05-09,8:31-9:20,Try to sleep,sleepy 
1919,2025-05-10,7:30-7:59,Woke up brushed made bed,sleepy 
1920,2025-05-10,8:00-8:30,Go downstairs and eat breakfast,sleepy 
1921,2025-05-10,8:31-9:00,Play,sleepy 
1922,2025-05-10,9:01-9:20,do UCMAS,sleepy 
1923,2025-05-10,9:21-10:30,Do anything like Watching drawing and More,sleepy 
1924,2025-05-10,10:31-11:00,Do anything,sleepy 
1925,2025-05-10,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
1926,2025-05-10,12:01-1:00,Eat,sleepy 
1927,2025-05-10,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
1928,2025-05-10,2:01-3:30,anything,sleepy 
1929,2025-05-10,3:30-6:00,Home work,sleepy 
1930,2025-05-10,6:01-7:30,Watch,sleepy 
1931,2025-05-10,7:31-8:30,Dinner,sleepy 
1932,2025-05-10,8:31-9:20,Try to sleep,sleepy 
1933,2025-05-11,7:30-7:59,Woke up brushed made bed,sleepy 
1934,2025-05-11,8:00-8:30,Go downstairs and eat breakfast,sleepy 
1935,2025-05-11,8:31-9:00,Play,sleepy 
1936,2025-05-11,9:01-9:20,do UCMAS,sleepy 
1937,2025-05-11,9:21-10:30,Do anything like Watching drawing and More,sleepy 
1938,2025-05-11,10:31-11:00,Do anything,sleepy 
1939,2025-05-11,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
1940,2025-05-11,12:01-1:00,Eat,sleepy 
1941,2025-05-11,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
1942,2025-05-11,2:01-3:30,anything,sleepy 
1943,2025-05-11,3:30-6:00,Home work,sleepy 
1944,2025-05-11,6:01-7:30,Watch,sleepy 
1945,2025-05-11,7:31-8:30,Dinner,sleepy 
1946,2025-05-11,8:31-9:20,Try to sleep,sleepy 
1947,2025-05-12,7:30-7:59,Woke up brushed made bed,sleepy 
1948,2025-05-12,8:00-8:30,Go downstairs and eat breakfast,sleepy 
1949,2025-05-12,8:31-9:00,Play,sleepy 
1950,2025-05-12,9:01-9:20,do UCMAS,sleepy 
1951,2025-05-12,9:21-10:30,Do anything like Watching drawing and More,sleepy 
1952,2025-05-12,10:31-11:00,Do anything,sleepy 
1953,2025-05-12,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
1954,2025-05-12,12:01-1:00,Eat,sleepy 
1955,2025-05-12,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
1956,2025-05-12,2:01-3:30,anything,sleepy 
1957,2025-05-12,3:30-6:00,Home work,sleepy 
1958,2025-05-12,6:01-7:30,Watch,sleepy 
1959,2025-05-12,7:31-8:30,Dinner,sleepy 
1960,2025-05-12,8:31-9:20,Try to sleep,sleepy 
1961,2025-05-13,7:30-7:59,Woke up brushed made bed,sleepy 
1962,2025-05-13,8:00-8:30,Go downstairs and eat breakfast,sleepy 
1963,2025-05-13,8:31-9:00,Play,sleepy 
1964,2025-05-13,9:01-9:20,do UCMAS,sleepy 
1965,2025-05-13,9:21-10:30,Do anything like Watching drawing and More,sleepy 
1966,2025-05-13,10:31-11:00,Do anything,sleepy 
1967,2025-05-13,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
1968,2025-05-13,12:01-1:00,Eat,sleepy 
1969,2025-05-13,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
1970,2025-05-13,2:01-3:30,anything,sleepy 
1971,2025-05-13,3:30-6:00,Home work,sleepy 
1972,2025-05-13,6:01-7:30,Watch,sleepy 
1973,2025-05-13,7:31-8:30,Dinner,sleepy 
1974,2025-05-13,8:31-9:20,Try to sleep,sleepy 
1975,2025-05-14,7:30-7:59,Woke up brushed made bed,sleepy 
1976,2025-05-14,8:00-8:30,Go downstairs and eat breakfast,sleepy 
1977,2025-05-14,8:31-9:00,Play,sleepy 
1978,2025-05-14,9:01-9:20,do UCMAS,sleepy 
1979,2025-05-14,9:21-10:30,Do anything like Watching drawing and More,sleepy 
1980,2025-05-14,10:31-11:00,Do anything,sleepy 
1981,2025-05-14,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
1982,2025-05-14,12:01-1:00,Eat,sleepy 
1983,2025-05-14,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
1984,2025-05-14,2:01-3:30,anything,sleepy 
1985,2025-05-14,3:30-6:00,Home work,sleepy 
1986,2025-05-14,6:01-7:30,Watch,sleepy 
1987,2025-05-14,7:31-8:30,Dinner,sleepy 
1988,2025-05-14,8:31-9:20,Try to sleep,sleepy 
1989,2025-05-15,7:30-7:59,Woke up brushed made bed,sleepy 
1990,2025-05-15,8:00-8:30,Go downstairs and eat breakfast,sleepy 
1991,2025-05-15,8:31-9:00,Play,sleepy 
1992,2025-05-15,9:01-9:20,do UCMAS,sleepy 
1993,2025-05-15,9:21-10:30,Do anything like Watching drawing and More,sleepy 
1994,2025-05-15,10:31-11:00,Do anything,sleepy 
1995,2025-05-15,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
1996,2025-05-15,12:01-1:00,Eat,sleepy 
1997,2025-05-15,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
1998,2025-05-15,2:01-3:30,anything,sleepy 
1999,2025-05-15,3:30-6:00,Home work,sleepy 
2000,2025-05-15,6:01-7:30,Watch,sleepy 
2001,2025-05-15,7:31-8:30,Dinner,sleepy 
2002,2025-05-15,8:31-9:20,Try to sleep,sleepy 
2003,2025-05-16,7:30-7:59,Woke up brushed made bed,sleepy 
2004,2025-05-16,8:00-8:30,Go downstairs and eat breakfast,sleepy 
2005,2025-05-16,8:31-9:00,Play,sleepy 
2006,2025-05-16,9:01-9:20,do UCMAS,sleepy 
2007,2025-05-16,9:21-10:30,Do anything like Watching drawing and More,sleepy 
2008,2025-05-16,10:31-11:00,Do anything,sleepy 
2009,2025-05-16,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
2010,2025-05-16,12:01-1:00,Eat,sleepy 
2011,2025-05-16,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
2012,2025-05-16,2:01-3:30,anything,sleepy 
2013,2025-05-16,3:30-6:00,Home work,sleepy 
2014,2025-05-16,6:01-7:30,Watch,sleepy 
2015,2025-05-16,7:31-8:30,Dinner,sleepy 
2016,2025-05-16,8:31-9:20,Try to sleep,sleepy 
2017,2025-05-17,7:30-7:59,Woke up brushed made bed,sleepy 
2018,2025-05-17,8:00-8:30,Go downstairs and eat breakfast,sleepy 
2019,2025-05-17,8:31-9:00,Play,sleepy 
2020,2025-05-17,9:01-9:20,do UCMAS,sleepy 
2021,2025-05-17,9:21-10:30,Do anything like Watching drawing and More,sleepy 
2022,2025-05-17,10:31-11:00,Do anything,sleepy 
2023,2025-05-17,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
2024,2025-05-17,12:01-1:00,Eat,sleepy 
2025,2025-05-17,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
2026,2025-05-17,2:01-3:30,anything,sleepy 
2027,2025-05-17,3:30-6:00,Home work,sleepy 
2028,2025-05-17,6:01-7:30,Watch,sleepy 
2029,2025-05-17,7:31-8:30,Dinner,sleepy 
2030,2025-05-17,8:31-9:20,Try to sleep,sleepy 
2031,2025-05-18,7:30-7:59,Woke up brushed made bed,sleepy 
2032,2025-05-18,8:00-8:30,Go downstairs and eat breakfast,sleepy 
2033,2025-05-18,8:31-9:00,Play,sleepy 
2034,2025-05-18,9:01-9:20,do UCMAS,sleepy 
2035,2025-05-18,9:21-10:30,Do anything like Watching drawing and More,sleepy 
2036,2025-05-18,10:31-11:00,Do anything,sleepy 
2037,2025-05-18,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
2038,2025-05-18,12:01-1:00,Eat,sleepy 
2039,2025-05-18,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
2040,2025-05-18,2:01-3:30,anything,sleepy 
2041,2025-05-18,3:30-6:00,Home work,sleepy 
2042,2025-05-18,6:01-7:30,Watch,sleepy 
2043,2025-05-18,7:31-8:30,Dinner,sleepy 
2044,2025-05-18,8:31-9:20,Try to sleep,sleepy 
2045,2025-05-19,7:30-7:59,Woke up brushed made bed,sleepy 
2046,2025-05-19,8:00-8:30,Go downstairs and eat breakfast,sleepy 
2047,2025-05-19,8:31-9:00,Play,sleepy 
2048,2025-05-19,9:01-9:20,do UCMAS,sleepy 
2049,2025-05-19,9:21-10:30,Do anything like Watching drawing and More,sleepy 
2050,2025-05-19,10:31-11:00,Do anything,sleepy 
2051,2025-05-19,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
2052,2025-05-19,12:01-1:00,Eat,sleepy 
2053,2025-05-19,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
2054,2025-05-19,2:01-3:30,anything,sleepy 
2055,2025-05-19,3:30-6:00,Home work,sleepy 
2056,2025-05-19,6:01-7:30,Watch,sleepy 
2057,2025-05-19,7:31-8:30,Dinner,sleepy 
2058,2025-05-19,8:31-9:20,Try to sleep,sleepy 
2059,2025-05-20,7:30-7:59,Woke up brushed made bed,sleepy 
2060,2025-05-20,8:00-8:30,Go downstairs and eat breakfast,sleepy 
2061,2025-05-20,8:31-9:00,Play,sleepy 
2062,2025-05-20,9:01-9:20,do UCMAS,sleepy 
2063,2025-05-20,9:21-10:30,Do anything like Watching drawing and More,sleepy 
2064,2025-05-20,10:31-11:00,Do anything,sleepy 
2065,2025-05-20,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
2066,2025-05-20,12:01-1:00,Eat,sleepy 
2067,2025-05-20,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
2068,2025-05-20,2:01-3:30,anything,sleepy 
2069,2025-05-20,3:30-6:00,Home work,sleepy 
2070,2025-05-20,6:01-7:30,Watch,sleepy 
2071,2025-05-20,7:31-8:30,Dinner,sleepy 
2072,2025-05-20,8:31-9:20,Try to sleep,sleepy 
2073,2025-05-21,7:30-7:59,Woke up brushed made bed,sleepy 
2074,2025-05-21,8:00-8:30,Go downstairs and eat breakfast,sleepy 
2075,2025-05-21,8:31-9:00,Play,sleepy 
2076,2025-05-21,9:01-9:20,do UCMAS,sleepy 
2077,2025-05-21,9:21-10:30,Do anything like Watching drawing and More,sleepy 
2078,2025-05-21,10:31-11:00,Do anything,sleepy 
2079,2025-05-21,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
2080,2025-05-21,12:01-1:00,Eat,sleepy 
2081,2025-05-21,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
2082,2025-05-21,2:01-3:30,anything,sleepy 
2083,2025-05-21,3:30-6:00,Home work,sleepy 
2084,2025-05-21,6:01-7:30,Watch,sleepy 
2085,2025-05-21,7:31-8:30,Dinner,sleepy 
2086,2025-05-21,8:31-9:20,Try to sleep,sleepy 
2087,2025-05-22,7:30-7:59,Woke up brushed made bed,sleepy 
2088,2025-05-22,8:00-8:30,Go downstairs and eat breakfast,sleepy 
2089,2025-05-22,8:31-9:00,Play,sleepy 
2090,2025-05-22,9:01-9:20,do UCMAS,sleepy 
2091,2025-05-22,9:21-10:30,Do anything like Watching drawing and More,sleepy 
2092,2025-05-22,10:31-11:00,Do anything,sleepy 
2093,2025-05-22,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
2094,2025-05-22,12:01-1:00,Eat,sleepy 
2095,2025-05-22,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
2096,2025-05-22,2:01-3:30,anything,sleepy 
2097,2025-05-22,3:30-6:00,Home work,sleepy 
2098,2025-05-22,6:01-7:30,Watch,sleepy 
2099,2025-05-22,7:31-8:30,Dinner,sleepy 
2100,2025-05-22,8:31-9:20,Try to sleep,sleepy 
2101,2025-05-23,7:30-7:59,Woke up brushed made bed,sleepy 
2102,2025-05-23,8:00-8:30,Go downstairs and eat breakfast,sleepy 
2103,2025-05-23,8:31-9:00,Play,sleepy 
2104,2025-05-23,9:01-9:20,do UCMAS,sleepy 
2105,2025-05-23,9:21-10:30,Do anything like Watching drawing and More,sleepy 
2106,2025-05-23,10:31-11:00,Do anything,sleepy 
2107,2025-05-23,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
2108,2025-05-23,12:01-1:00,Eat,sleepy 
2109,2025-05-23,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
2110,2025-05-23,2:01-3:30,anything,sleepy 
2111,2025-05-23,3:30-6:00,Home work,sleepy 
2112,2025-05-23,6:01-7:30,Watch,sleepy 
2113,2025-05-23,7:31-8:30,Dinner,sleepy 
2114,2025-05-23,8:31-9:20,Try to sleep,sleepy 
2115,2025-05-24,7:30-7:59,Woke up brushed made bed,sleepy 
2116,2025-05-24,8:00-8:30,Go downstairs and eat breakfast,sleepy 
2117,2025-05-24,8:31-9:00,Play,sleepy 
2118,2025-05-24,9:01-9:20,do UCMAS,sleepy 
2119,2025-05-24,9:21-10:30,Do anything like Watching drawing and More,sleepy 
2120,2025-05-24,10:31-11:00,Do anything,sleepy 
2121,2025-05-24,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
2122,2025-05-24,12:01-1:00,Eat,sleepy 
2123,2025-05-24,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
2124,2025-05-24,2:01-3:30,anything,sleepy 
2125,2025-05-24,3:30-6:00,Home work,sleepy 
2126,2025-05-24,6:01-7:30,Watch,sleepy 
2127,2025-05-24,7:31-8:30,Dinner,sleepy 
2128,2025-05-24,8:31-9:20,Try to sleep,sleepy 
2129,2025-05-25,7:30-7:59,Woke up brushed made bed,sleepy 
2130,2025-05-25,8:00-8:30,Go downstairs and eat breakfast,sleepy 
2131,2025-05-25,8:31-9:00,Play,sleepy 
2132,2025-05-25,9:01-9:20,do UCMAS,sleepy 
2133,2025-05-25,9:21-10:30,Do anything like Watching drawing and More,sleepy 
2134,2025-05-25,10:31-11:00,Do anything,sleepy 
2135,2025-05-25,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
2136,2025-05-25,12:01-1:00,Eat,sleepy 
2137,2025-05-25,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
2138,2025-05-25,2:01-3:30,anything,sleepy 
2139,2025-05-25,3:30-6:00,Home work,sleepy 
2140,2025-05-25,6:01-7:30,Watch,sleepy 
2141,2025-05-25,7:31-8:30,Dinner,sleepy 
2142,2025-05-25,8:31-9:20,Try to sleep,sleepy 
2143,2025-05-26,7:30-7:59,Woke up brushed made bed,sleepy 
2144,2025-05-26,8:00-8:30,Go downstairs and eat breakfast,sleepy 
2145,2025-05-26,8:31-9:00,Play,sleepy 
2146,2025-05-26,9:01-9:20,do UCMAS,sleepy 
2147,2025-05-26,9:21-10:30,Do anything like Watching drawing and More,sleepy 
2148,2025-05-26,10:31-11:00,Do anything,sleepy 
2149,2025-05-26,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
2150,2025-05-26,12:01-1:00,Eat,sleepy 
2151,2025-05-26,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
2152,2025-05-26,2:01-3:30,anything,sleepy 
2153,2025-05-26,3:30-6:00,Home work,sleepy 
2154,2025-05-26,6:01-7:30,Watch,sleepy 
2155,2025-05-26,7:31-8:30,Dinner,sleepy 
2156,2025-05-26,8:31-9:20,Try to sleep,sleepy 
2157,2025-05-27,7:30-7:59,Woke up brushed made bed,sleepy 
2158,2025-05-27,8:00-8:30,Go downstairs and eat breakfast,sleepy 
2159,2025-05-27,8:31-9:00,Play,sleepy 
2160,2025-05-27,9:01-9:20,do UCMAS,sleepy 
2161,2025-05-27,9:21-10:30,Do anything like Watching drawing and More,sleepy 
2162,2025-05-27,10:31-11:00,Do anything,sleepy 
2163,2025-05-27,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
2164,2025-05-27,12:01-1:00,Eat,sleepy 
2165,2025-05-27,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
2166,2025-05-27,2:01-3:30,anything,sleepy 
2167,2025-05-27,3:30-6:00,Home work,sleepy 
2168,2025-05-27,6:01-7:30,Watch,sleepy 
2169,2025-05-27,7:31-8:30,Dinner,sleepy 
2170,2025-05-27,8:31-9:20,Try to sleep,sleepy 
2171,2025-05-28,7:30-7:59,Woke up brushed made bed,sleepy 
2172,2025-05-28,8:00-8:30,Go downstairs and eat breakfast,sleepy 
2173,2025-05-28,8:31-9:00,Play,sleepy 
2174,2025-05-28,9:01-9:20,do UCMAS,sleepy 
2175,2025-05-28,9:21-10:30,Do anything like Watching drawing and More,sleepy 
2176,2025-05-28,10:31-11:00,Do anything,sleepy 
2177,2025-05-28,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
2178,2025-05-28,12:01-1:00,Eat,sleepy 
2179,2025-05-28,1:01-2:00,eat if didn't eat from 12:01-1:00,sleepy 
2180,2025-05-28,2:01-3:30,anything,sleepy 
2181,2025-05-28,3:30-6:00,Home work,sleepy 
2182,2025-05-28,6:01-7:30,Watch,sleepy 
2183,2025-05-28,7:31-8:30,Dinner,sleepy 
2184,2025-05-28,8:31-9:20,Try to sleep,sleepy 
2185,2025-05-29,7:30-7:59,Woke up brushed made bed,sleepy 
2186,2025-05-29,8:00-8:30,Go downstairs and eat breakfast,sleepy 
2187,2025-05-29,8:31-9:00,Play,sleepy 
2188,2025-05-29,9:01-9:20,do UCMAS,sleepy 
2189,2025-05-29,9:21-10:30,Do anything like Watching drawing and More,sleepy 
2190,2025-05-29,10:31-11:00,Do anything,sleepy 
2191,2025-05-29,11:01-12:00,Maybe told to do homework or play outside.,sleepy 
2192,2025-05-29,12:01-1:00,Eat,sleepy 
